area,model,mae,rmse,mape_percent,mape_nonzero_count,n,chosen_config,epochs_final,final_fit_seconds,week_inference_seconds,window_intervals,train_targets,val_targets,final_fit_targets
5161,ridge,84.41761228123883,130.48462425927104,7.695605548397243,1008,1008,"{""alpha"": 0.1}",,0.008513599983416498,0.0006463000318035483,144,5328,1008,6336
5161,lstm,125.73691955954733,205.59328044579468,10.016519710314933,1008,1008,"{""width"": 32, ""lr"": 0.001}",8.0,6.282284099957906,0.020140100037679076,144,5328,1008,6336
5161,tcn,214.9555416117373,324.30360316594187,18.99163067127804,1008,1008,"{""width"": 32, ""lr"": 0.001}",8.0,17.198790200054646,0.11989179998636246,144,5328,1008,6336
4159,ridge,14.166202018409495,19.431305975067925,6.1270010048753605,1008,1008,"{""alpha"": 10.0}",,0.0101402000291273,0.0006258999928832054,144,5328,1008,6336
4159,lstm,15.959889454863056,21.883751756098455,6.999317137388726,1008,1008,"{""width"": 32, ""lr"": 0.001}",8.0,6.063337299972773,0.02065970003604889,144,5328,1008,6336
4159,tcn,18.325542366661583,23.119897903380743,8.954810207967725,1008,1008,"{""width"": 32, ""lr"": 0.001}",8.0,16.9676997999195,0.12131449999287724,144,5328,1008,6336
4556,ridge,25.87657520779473,35.01833033799972,5.882745536871392,1008,1008,"{""alpha"": 0.1}",,0.0068392000393942,0.0006204999517649412,144,5328,1008,6336
4556,lstm,30.278373259735037,39.866957657745566,7.007094103588302,1008,1008,"{""width"": 32, ""lr"": 0.001}",8.0,6.343081899918616,0.018864499987103045,144,5328,1008,6336
4556,tcn,37.79353345623999,48.40740155884495,8.933459025763385,1008,1008,"{""width"": 32, ""lr"": 0.001}",8.0,17.254832800012082,0.12232349999248981,144,5328,1008,6336
