area,model,local_time,actual,predicted,absolute_error
5161,ridge,2013-12-17 16:00:00+01:00,3876.9596688803167,3269.8165034611484,607.1431654191683
5161,lstm,2013-12-22 16:20:00+01:00,5496.44038545786,4710.024163241453,786.4162222164077
5161,tcn,2013-12-17 16:00:00+01:00,3876.9596688803167,3123.501498218155,753.4581706621616
